Id,tweet,sentiment
4998,"Tatum, NM @ 12:00 PM: Temp:72F(H 72/L 53), Hum:16&#x25;, DewPt:23F, Wind: WSW at 15 G 33.0 mph, Rain:0.00 In. #weather",2
4999,The NJ Office of Emergency Management is urging residents to monitor weather conditions--watch out for flash floods! {link},2
5000,"Think it's going to frigging snow, had to bring all the plants in. Basil looks like it should of come in yesterday. :/",1
5001,"BTW, this is a seriously gorgeous sunny day in #Seattle!",3
5002,"@mention how are u not at jazzfest?? Amazing diverse music, partying, ridic food, and fantastic weather!!",3
5003,I love the rain!!! #weather,3
5004,Enjoying the beautiful weather outside and forgetting about studying with my homies Tony and Min.,3
5005,@mention i know!! this week had been the perfect week of weather and outdoor adventures :),3
5006,I wish the weather was like this for the rest of my life. &lt;3,3
5007,"Ok, sunny again! Time to hack away at the jungle that was ourfront lawn only a few days ago. :)",3
5008,@mention Is it raining where you are? I read there's a storm in the area,2
5009,"Fair and 45 F at Butler County Automatic Weather Observing / Report, PA {link}",2
5010,Severe Thunderstorm Warning for McIntosh and Pittsburg County in OK until 5:30pm CDT. #okwx,2
5011,"@mention Yeah... I should've ran today, but it was too chilly for me.",1
5012,Weather sux today but that's ok cause playin my drums happens INSIDE! Yaaaaay! Thankful for my DW 9k ;),1
5013,This is tha typa weather yu play some music in tha background and fall asleep too. This that good weather:),3
5014,"First great sunny day on the coastal trail @mention I counted 40 dogs, 25 runners, 50 bikers, 4 long boarders and 10 strollers!",3
5015,"Ok, the weather outside my office window is freaking me out. #hurricane #arwx",1
5016,RT @mention: The sunshine always puts me in a better mood.,3
5017,On the way to Ko Olina... Beautiful weather today :),3
5018,Weather making my nose run..and itchy. Luckly tissue was present,1
5019,"@mention it's gorgeous out here today, gorgeous! Sunny Seattle is sunny.",3
5020,I might need my winter coat at today's  #Mizzou softball game. Weather.co says it feels like 44 degrees right now.,2
5021,I was promised sunshine. I feel deceived.,1
5022,"@mention Yeah, it was even nicer weather today ;) #Maui #paradiserocks",3
5023,#WEATHER:  12:56 pm: 75.0F. Feels F. 29.89% Humidity. 5.8MPH South Wind.,2
5024,This weather is not helping my Monday morning mood... #blahh,1
5025,"AA: Partly Cloudy and Windy and 77 F at Salt Lake City International, UT Winds are from the South at 27.6 gusting to 36 {link}",2
5026,@mention the snow makes my hip hurt,1
5027,This weather is seriously depressing me. #itwassunnythismorning..,1
5028,"@mention  ah its okay for me it was a bit cold this sunday stupid weatherman said ""yep its going to be sunny"" SCREW HIM i was in a",1
5029,#WEATHER:  7:56 pm : 74.0F. Feels F. 29.72% Humidity. 17.3MPH Southwest Wind.,2
5030,"RT @mention: NOAA: Weather, climate extremes punctuate warm, very wet April in U.S. {link}",2
5031,Florida Real Estate Weather Disasters Cause Record Losses: A wave of tornadoes in recent weeks--incl... {link} Real Estate,2
5032,Late for my session ughh SN:I think the weather is bipolar!,1
5033,"Beautiful day in Boise!  76 degrees, blue sky and snow still visible up at Bogus.  I love this place.",3
5034,this weather is absolutely depressing #depressed,1
5035,This Nashville weather sucks! Feels like I'm in sota,1
5036,Sweet sunshine,3
5037,@mention bipolar ass Cali weather lolc,1
5038,Lovin the warm weather!! {link},3
5039,#WEATHER:  6:53 pm : 62.0F. Feels F. 29.90% Humidity. 0.0MPH North Wind.,2
5040,This weather puts me in such a good mooood,3
5041,@mention I'll be at the Powells reading too. Glad you got good weather today!,3
5042,@mention austin weather is amazing lately. it's calling your name&lt;3,3
5043,RT @mention: It better not rain it was just sunny,1
5044,"Hiked the Y today for the first time in years. Great weather, but I paid for it with a nasty sunburn. #hatesunburns",3
5045,"""The Sun is Shining the Weather is Sweet.....make you want to grab some @mention: and go to the beach!""  #FireflyFridaythe13th",3
5046,The #Padres are playing well ! Lets go SD ! But its cold af out here ! Lol #PetcoPark,1
5047,"RT @mention: Unfortunately we will not be opening today, May 20. Snow overnight was extremely dense and temperatures this morning ar ...",1
5048,"oh man.. checked the weather, it looks like rain on 4/20 in the Bronx ..im supposed to go to #Yankees game that day",1
5049,RT @mention: I can't wait for the storm tonight :),3
5050,T'storm Watch for northern edge of the ArkLaTex until 10pm. {link},2
5051,husband got the lawn mowed before the big rain and weather front comes through,2
5052,Feeling mighty good today been driving around all day in this nice weather and just topped it off with some Coldstone!!!!!!!Yes,3
5053,Its a hot sunny day today. HAPPY TUESDAY!!,3
5054,@mention busy is good! How's your weather? Miserable here raining. Not fun when you have to a puppy out all the time lol,1
5055,RT @mention: Severe Thunderstorm Warnings out for the north side of Cincy.  T'storms move into Mont. Co. during the eve drive.  2News ...,2
5056,Off work damn it's hot af outside feel sorry for the people who work outside,1
5057,@mention yep. Great weather for it!,3
5058,77.5F (Feels: 77.5F) - Humidity: 99% - Wind: 3.8mph S - Gust: 8.3mph - Pressure: 1009.4mb (+0.3)  #weather {link},2
5059,Weather looks great for tomorrow morning's beach boot camps at Salt Creek...if u wanna get another day of exercise... {link},3
5060,The weather is beautiful. #lovingit,3
5061,@mention @mention Love rainy days! Forces me to slow down and do movie-days with the kids and bake good eats!,3
5062,Shoot what beautiful weather right now :) time for a morning jog after eating my last Thursday bfast with @mention,3
5063,Lake Charles - Fair - 59 - Feels like 59 F - 5 Day Forecast - {link}/,2
5064,BULLETIN - EAS ACTIVATION REQUESTED TORNADO WARNING NATIONAL WEATHER SERVICE CLEVELAND OH 658 PM EDT MON MAY 23 2011  THE NATIONAL WEATHER,2
5065,"Severe T-Storm Warning For Southern Half of Sheboygan County 'til 7pm, Tornado Watch for the area until 10pm {link}",2
5066,"RT @mention: Hey, it isn't raining, it's not freezing or sweltering...a perfect evening for a glass of wine while grilling chicken on t ...",3
5067,"Mostly sunny today, high 82 (28 C).",2
5068,Loving this beautiful weather,3
5069,@mention born ready! whats the weather looking like??,2
5070,It's Beautiful outside;what a great start to the week!This is the perfect weather to stop in & see our progress on your new spot for FA'11!,3
5071,@mention Keystone college in PA. The weather been terrible here all season smh but i ran at the armory and penn relays. You fast?,1
5072,Severe Thunderstorm Warning for northern Nicholas County until 2:30 PM.  #wvwx,2
5073,"Weather #Pow , Sunshine #Bow Today Was A Good Day .",3
5074,Playing soccer ......ugh its hot af out here....why does my kid love to go oitsi,1
5075,The weather shows how much god loves the class of 2011!!!...jk #pleasedonttweetback #allfunandgames,3
5076,"Weather clearing up a little, hopefully it holds. Hopefully fishing tomorrow.",3
5077,Bout to chill & watch a movie....too damn hot outside,1
5078,Enjkoying the weather and Airing the Balls out....,3
5079,#WEATHER:  2:53 pm : 75.0F. Feels F. 29.80% Humidity. 8.1MPH South Wind.,2
5080,#WEATHER: 4:53 pm E: 80.0F. Feels F. 29.99% Humidity. 8.1MPH Southwest Wind.,2
5081,Storm Center Update-Monday AM {link},2
5082,with weather like this i feel like packing up and running off to malta. even though ive never been there... adverts are so convincing.,1
5083,RT @mention: SEVERE STORM WARNING N central IA. 18 MILES NORTHEAST OF FORT DODGE...AND MOVING NORTHEAST AT 25 MPH. {link} ...,2
5084,Silver Taps on Friday night and Commencement on Saturday have been moved to the Beaver Fieldhouse due to the threat of inclement weather.,2
5085,On the bus going to skool ; ahhhh BEAUTIFUL weather = GOOD start to the day.,3
5086,@mention What ideal baseball weather!,3
5087,It's past 6 pm here. Nothing. So the end of the world is sunny and nice?,3
5088,"Its 75 degrees and i Just walked by a couple sitting at a bus stop, sharing a gallon milk.",2
5089,69 tornados in the last 24 hours WHAT!?!??!  weather enough. i going to start calling my families.,1
5090,RT @mention: Ooooo how love rainy days,3
5091,"Because of the really nice weather, I don't think there will be a lot to do today",3
5092,"Supposed to go to the zoo today, but it's rainy and 55. The weather isn't working well at all for outdoor time this spring. :(",1
5093,This weather makes me want to eat ice cream n flirt w/ boys. :-),3
5094,"One more thing, its been sunny all damn week and now rainy and shitty on my birthday, wow!",1
5095,@mention Sure is :) Can't wait to get him in a stroller and out into the sunny Spring weather!,3
5096,"I don't know about you, but it's super hard to get in the mood for fiesta activities & margs when it's a damp 43 degrees outside... #btv",1
5097,Living a #Dream But it's hot as FUCKKK outside lol#Connecticutpeoplerecords,1
5098,It is too hot outside,1
5099,The weather sucks.,1
5100,#WEATHER:  1:56 pm : 62.0F. Feels 60F. 29.90% Humidity. 13.8MPH West Wind.,2
5101,#WEATHER:  5:55 pm : 79.0F. Feels F. 29.56% Humidity. 13.8MPH Southeast Wind.,2
5102,#WEATHER:  4:53 pm : 76.0F. Feels F. 29.81% Humidity. 11.5MPH Northwest Wind.,2
5103,Happy Tuesday Lofters! Are you all enjoying this weather as much as we are? We keep making excuses to walk by the... {link},3
5104,#WEATHER: 6:53 am C: 49.0F. Feels F. 30.31% Humidity. 0.0MPH North Wind.,2
5105,"So excited for August - because I am going to see @mention in Boston. Good beer, good music, good weather... #WINNING!",3
5106,80 degrees tomorrow? #yay #cuteoutfit #norainplease,3
5107,What a beautiful day! Sitting outside enjoying the sunshine and reading my book. #lazysaturday,3
5108,#WEATHER:  10:53 pm: 58.0F. Feels F. 29.97% Humidity. 0.0MPH North Wind.,2
5109,Why is it fuckin cold out!!!!,1
5110,"Current Bellevue Ln, Hurstville New South Wales 2220 Weather Forecast - {link}",2
5111,"Springfield has dropped to 37 degrees.  We have set a *NEW RECORD LOW* for May 17, 2011.",2
5112,"If you like wet weather, you'll be thrilled on Sunday through Wednesday! Until then, clouds reign. No hot in sight for this r... - @mention",2
5113,@mention u never invite me to the fun things ;) I'm laying out by the pool but thanks to this pitt weather it's not open yet:( have fun,1
5114,I hear wine & rain pair nicely together! RT @mention Rainy weather is not going to stop me from enjoying @mention #positivetweet,2
5115,Good Morning Sunny Cali :),3
5116,More excited for this thunderstorm than New Found Glory,3
5117,I hate this kinda weather. It brings everyone down.,1
5118,M0ZIF QTH Weather 03:00 18.8&#xB0;C 62 pct 3.8 mph E {link},2
5119,Current at 2:00 pm:  55F  Overcast | Partly Sunny Hi: 61 | Dewpoint: 44 | {link},2
5120,"It was way too cold, windy and rainy during my evening run.",1
5121,I hate to be one of those douches but when is the warm weather coming back? #Imreadytopartyoutside,1
5122,#WEATHER:  9:52 pm : 50.0F. Feels 46F. 29.82% Humidity. 10.4MPH North Wind.,2
5123,Damn it's hot as hell outside.!,1
5124,"@mention birthday better had been the best with this nice weather and his ""I'm getting chose today"" outfit lol :)",3
5125,#WEATHER:  4:56 am : 69.0F. Feels F. 29.60% Humidity. 10.4MPH Southwest Wind.,2
5126,@mention All sunshine and cool breezes this way mami.. How have u been?,3
5127,...A DEVELOPING THUNDERSTORM WITH HEAVY RAIN WILL AFFECT ORLEANS...LAMOILLE...AND WESTERN CALEDONIA COUNTIES THROUGH 3  {link},2
5128,i love getting off work and its still sunny out #fuckyeah,3
5129,It's too damn hot to be outside cleaning out my car.. #dyin,1
5130,"Fair and Windy and 62 F at Gillette, WY Winds are from the Southeast at 26.5 gusting to 38.0 MPH (23 gusting to 33 KT). {link}",2
5131,"So sad what happened in Missouri, what is going on with all these weather disasters lately? So scary! Prayers r with them",1
5132,I'm gunna go and enjoy this weather:),3
5133,@mention haha I took my grandma out to lunch. Awesome weather in yo hood today!,3
5134,Weather service investigates Pennsylvania storm damage; tornadoes possible: A line of strong storms that moved a... {link},2
5135,loving this weather :),3
5136,"@mention I was dyinnn today, it was soo goddamn hot! Lol the weather man lied to me last night! LOL ily too :] &lt; 3",1
5137,Idgaf how hot it is this my kinda weather period no wishes for change...S/o to the summer babies,3
5138,"@mention  Evening sunshine, and what a great and beautiful day it was.  Hope yours was too :))",3
5139,@mention Wow that is a lot of finches! I will set up hummingbird feeders this next weekend. It has been chilly still.,2
5140,"Due to inclement weather, the Columbia Wheelchair Wash and Roll scheduled for this weekend has been cancelled.",2
5141,"RT @mention: The heat won last night & the heat winning right now, it's hot as hell outside!",1
5142,@mention Was a nice blast of sunshine over the horizon this morning.,3
5143,#WEATHER:  9:53 am : 61.0F. Feels 59F. 29.88% Humidity. 12.7MPH East Wind.,2
5144,I try not to go outside b4 6 in the summer.... its too damn hot and I'm already black as hell. I don't need a tan,1
5145,"Stormy weather possible in Denver, snow in the mountains: Possible thunderstorms and rain this afternoon in parts of... {link}",2
5146,"Severe T-Storm Warning for NC Hamilton, NW Madison and Tipton until 8 pm.  Details at {link} #inwx",2
5147,RT @mention: Spring has finally arrived in Milwaukee. 65 degrees today! Come outside for lunch. It's #FoodTruckFriday @mention Ca ...,3
5148,So I can't breathe outside. It's tOO hot !,1
5149,"Good morning @mention I hope your weather improves, and that you have a great week.",2
5150,"Forecast for Friday from San Antonio, Texas Weather {link}",2
5151,79.3F (Feels: 79.3F) - Humidity: 25% - Wind: 6.9mph NNE - Gust: 12.1mph - Pressure: 1005.5mb (-0.8)  #weather {link},2
5152,"Making matters worse in Joplin, MO...more severe weather  on the way.  Here is radar image.  Hope all stay safe! {link}",1
5153,This weather is perfect,3
5154,This is some gloomy ass weather,1
5155,75 degrees and it's not even 9am yet. Definitely going to be a warm day. Mid 90s all week.,2
5156,#WEATHER:  10:53 pm: 73.0F. Feels F. 29.76% Humidity. 15.0MPH Southeast Wind.,2
5157,"Via Localharvest.org Planting at Last!:  Finally, the warm temperatures and sunny skies are making it feel like ... {link}",3
5158,just go tback from working out.. it wus so fuckin hot man omgoodness i am POOPED lol,1
5159,"Thunderstorm in Vicinity and 72 F at West Memphis, AR Winds are Southwest at 5.8 MPH (5 KT). The pressure is 1004.3 mb  {link}",2
